District,Grade,Year,Category,Number Tested,Mean Scale Score,# Level 1,% Level 1,# Level 2,% Level 2,# Level 3,% Level 3,# Level 4,% Level 4,# Level 3+4,% Level 3+4
32,7,2015,All Students,1190,293,521,43.8,446,37.5,181,15.2,42,3.5,223,18.7
32,7,2016,All Students,1091,291,500,45.8,361,33.1,174,15.9,56,5.1,230,21.1
32,7,2017,All Students,1082,292,512,47.3,331,30.6,183,16.9,56,5.2,239,22.1
32,7,2018,All Students,1043,593,460,44.1,303,29.1,197,18.9,83,8.0,280,26.8
32,7,2019,All Students,950,594,384,40.4,270,28.4,198,20.8,98,10.3,296,31.2
32,8,2013,All Students,1304,284,650,49.8,456,35.0,151,11.6,47,3.6,198,15.2
32,8,2014,All Students,1017,283,505,49.7,410,40.3,85,8.4,17,1.7,102,10.0
32,8,2015,All Students,1075,282,548,51.0,449,41.8,68,6.3,10,0.9,78,7.3
32,8,2016,All Students,1012,284,483,47.7,419,41.4,84,8.3,26,2.6,110,10.9
32,8,2017,All Students,964,285,453,47.0,366,38.0,124,12.9,21,2.2,145,15.0
32,8,2018,All Students,863,599,323,37.4,324,37.5,148,17.1,68,7.9,216,25.0
32,8,2019,All Students,953,597,407,42.7,266,27.9,176,18.5,104,10.9,280,29.4
32,All Grades,2013,All Students,7612,286,3677,48.3,2771,36.4,925,12.2,239,3.1,1164,15.3
32,All Grades,2014,All Students,6942,290,3000,43.2,2541,36.6,1036,14.9,365,5.3,1401,20.2
32,All Grades,2015,All Students,6580,290,2859,43.4,2368,36.0,984,15.0,369,5.6,1353,20.6
32,All Grades,2016,All Students,6226,289,2730,43.8,2236,35.9,898,14.4,362,5.8,1260,20.2
32,All Grades,2017,All Students,5929,290,2624,44.3,1889,31.9,975,16.4,441,7.4,1416,23.9
32,All Grades,2018,All Students,5384,594,2202,40.9,1575,29.3,1040,19.3,567,10.5,1607,29.8
32,All Grades,2019,All Students,5337,594,2150,40.3,1480,27.7,1070,20.0,637,11.9,1707,32.0
