District,Grade,Year,Category,Number Tested,Mean Scale Score,# Level 1,% Level 1,# Level 2,% Level 2,# Level 3,% Level 3,# Level 4,% Level 4,# Level 3+4,% Level 3+4
7,3,2016,All Students,1266,289,509,40.2,458,36.2,197,15.6,102,8.1,299,23.6
7,3,2017,All Students,1257,290,526,41.8,374,29.8,211,16.8,146,11.6,357,28.4
7,3,2018,All Students,1257,593,446,35.5,323,25.7,334,26.6,154,12.3,488,38.8
7,3,2019,All Students,1224,592,438,35.8,363,29.7,283,23.1,140,11.4,423,34.6
7,4,2013,All Students,1388,279,734,52.9,484,34.9,147,10.6,23,1.7,170,12.2
7,4,2014,All Students,1339,280,678,50.6,445,33.2,159,11.9,57,4.3,216,16.1
7,4,2015,All Students,1376,280,694,50.4,461,33.5,158,11.5,63,4.6,221,16.1
7,4,2016,All Students,1242,284,594,47.8,369,29.7,175,14.1,104,8.4,279,22.5
7,4,2017,All Students,1255,284,568,45.3,407,32.4,187,14.9,93,7.4,280,22.3
7,4,2018,All Students,1230,591,510,41.5,354,28.8,233,18.9,133,10.8,366,29.8
7,4,2019,All Students,1266,590,503,39.7,392,31.0,269,21.2,102,8.1,371,29.3
7,5,2013,All Students,1268,279,807,63.6,337,26.6,107,8.4,17,1.3,124,9.8
7,5,2014,All Students,1303,286,689,52.9,396,30.4,186,14.3,32,2.5,218,16.7
7,5,2015,All Students,1281,286,679,53.0,385,30.1,181,14.1,36,2.8,217,16.9
7,5,2016,All Students,1349,283,757,56.1,378,28.0,157,11.6,57,4.2,214,15.9
7,5,2017,All Students,1209,290,605,50.0,349,28.9,206,17.0,49,4.1,255,21.1
7,5,2018,All Students,1234,590,667,54.1,289,23.4,172,13.9,106,8.6,278,22.5
7,5,2019,All Students,1212,591,587,48.4,297,24.5,194,16.0,134,11.1,328,27.1
7,6,2013,All Students,1392,275,798,57.3,472,33.9,97,7.0,25,1.8,122,8.8
7,6,2014,All Students,1358,276,772,56.8,452,33.3,91,6.7,43,3.2,134,9.9
7,6,2015,All Students,1279,277,710,55.5,405,31.7,127,9.9,37,2.9,164,12.8
7,6,2016,All Students,1174,278,570,48.6,454,38.7,105,8.9,45,3.8,150,12.8
7,6,2017,All Students,1235,274,733,59.4,347,28.1,101,8.2,54,4.4,155,12.6
7,6,2018,All Students,1061,587,597,56.3,288,27.1,127,12.0,49,4.6,176,16.6
7,6,2019,All Students,1136,590,535,47.1,309,27.2,206,18.1,86,7.6,292,25.7
7,7,2013,All Students,1341,275,938,69.9,320,23.9,76,5.7,7,0.5,83,6.2
7,7,2014,All Students,1379,279,901,65.3,357,25.9,111,8.0,10,0.7,121,8.8
7,7,2015,All Students,1342,280,826,61.5,391,29.1,107,8.0,18,1.3,125,9.3
7,7,2016,All Students,1262,280,771,61.1,363,28.8,104,8.2,24,1.9,128,10.1
7,7,2017,All Students,1154,281,683,59.2,340,29.5,110,9.5,21,1.8,131,11.4
7,7,2018,All Students,1216,586,747,61.4,292,24.0,130,10.7,47,3.9,177,14.6
7,7,2019,All Students,1097,590,591,53.9,278,25.3,146,13.3,82,7.5,228,20.8
7,8,2013,All Students,1417,276,845,59.6,459,32.4,98,6.9,15,1.1,113,8.0
7,8,2014,All Students,1257,274,789,62.8,368,29.3,81,6.4,19,1.5,100,8.0
7,8,2015,All Students,1272,272,806,63.4,355,27.9,89,7.0,22,1.7,111,8.7
7,8,2016,All Students,1236,270,800,64.7,333,26.9,83,6.7,20,1.6,103,8.3
7,8,2017,All Students,1082,270,689,63.7,300,27.7,70,6.5,23,2.1,93,8.6
7,8,2018,All Students,1118,590,637,57.0,325,29.1,98,8.8,58,5.2,156,14.0
7,8,2019,All Students,1148,589,710,61.8,249,21.7,136,11.8,53,4.6,189,16.5
7,All Grades,2013,All Students,8213,277,4871,59.3,2564,31.2,670,8.2,108,1.3,778,9.5
7,All Grades,2014,All Students,8021,280,4535,56.5,2478,30.9,804,10.0,204,2.5,1008,12.6
7,All Grades,2015,All Students,7826,280,4327,55.3,2407,30.8,845,10.8,247,3.2,1092,14.0
7,All Grades,2016,All Students,7529,281,4001,53.1,2355,31.3,821,10.9,352,4.7,1173,15.6
7,All Grades,2017,All Students,7192,282,3804,52.9,2117,29.4,885,12.3,386,5.4,1271,17.7
7,All Grades,2018,All Students,7116,589,3604,50.6,1871,26.3,1094,15.4,547,7.7,1641,23.1
7,All Grades,2019,All Students,7083,590,3364,47.5,1888,26.7,1234,17.4,597,8.4,1831,25.9
8,3,2013,All Students,2118,290,854,40.3,780,36.8,357,16.9,127,6.0,484,22.9
8,3,2014,All Students,2311,293,863,37.3,844,36.5,417,18.0,187,8.1,604,26.1
8,3,2015,All Students,2234,294,843,37.7,768,34.4,397,17.8,226,10.1,623,27.9
8,3,2016,All Students,2171,292,790,36.4,800,36.8,375,17.3,206,9.5,581,26.8
8,3,2017,All Students,2125,292,807,38.0,676,31.8,411,19.3,231,10.9,642,30.2
8,3,2018,All Students,2160,594,723,33.5,545,25.2,599,27.7,293,13.6,892,41.3
8,3,2019,All Students,2034,595,585,28.8,562,27.6,569,28.0,318,15.6,887,43.6
8,4,2013,All Students,2230,290,891,40.0,823,36.9,381,17.1,135,6.1,516,23.1
8,4,2014,All Students,2099,293,793,37.8,721,34.3,382,18.2,203,9.7,585,27.9
8,4,2015,All Students,2278,289,907,39.8,799,35.1,374,16.4,198,8.7,572,25.1
8,4,2016,All Students,2242,292,858,38.3,713,31.8,405,18.1,266,11.9,671,29.9
8,4,2017,All Students,2175,290,870,40.0,739,34.0,343,15.8,223,10.3,566,26.0
8,4,2018,All Students,2121,593,801,37.8,633,29.8,352,16.6,335,15.8,687,32.4
8,4,2019,All Students,2145,594,701,32.7,671,31.3,447,20.8,326,15.2,773,36.0
8,5,2013,All Students,2306,291,1191,51.6,659,28.6,365,15.8,91,3.9,456,19.8
8,5,2014,All Students,2227,298,909,40.8,697,31.3,429,19.3,192,8.6,621,27.9
8,5,2015,All Students,2074,297,828,39.9,648,31.2,451,21.7,147,7.1,598,28.8
8,5,2016,All Students,2251,295,987,43.8,738,32.8,370,16.4,156,6.9,526,23.4
8,5,2017,All Students,2207,297,957,43.4,589,26.7,472,21.4,189,8.6,661,30.0
8,5,2018,All Students,2222,593,954,42.9,610,27.5,408,18.4,250,11.3,658,29.6
8,5,2019,All Students,2121,596,824,38.8,489,23.1,437,20.6,371,17.5,808,38.1
8,6,2013,All Students,2244,284,1079,48.1,851,37.9,207,9.2,107,4.8,314,14.0
8,6,2014,All Students,2142,284,1053,49.2,703,32.8,240,11.2,146,6.8,386,18.0
8,6,2015,All Students,2058,286,917,44.6,703,34.2,273,13.3,165,8.0,438,21.3
8,6,2016,All Students,1925,286,827,43.0,684,35.5,231,12.0,183,9.5,414,21.5
8,6,2017,All Students,2156,287,945,43.8,724,33.6,289,13.4,198,9.2,487,22.6
8,6,2018,All Students,2112,592,957,45.3,595,28.2,344,16.3,216,10.2,560,26.5
8,6,2019,All Students,2111,595,842,39.9,545,25.8,432,20.5,292,13.8,724,34.3
8,7,2013,All Students,2300,283,1400,60.9,631,27.4,234,10.2,35,1.5,269,11.7
8,7,2014,All Students,2219,284,1317,59.4,619,27.9,211,9.5,72,3.2,283,12.8
8,7,2015,All Students,2158,285,1170,54.2,644,29.8,276,12.8,68,3.2,344,15.9
8,7,2016,All Students,2079,286,1146,55.1,569,27.4,244,11.7,120,5.8,364,17.5
8,7,2017,All Students,1904,289,995,52.3,546,28.7,253,13.3,110,5.8,363,19.1
8,7,2018,All Students,2193,593,1051,47.9,586,26.7,360,16.4,196,8.9,556,25.4
8,7,2019,All Students,2107,594,876,41.6,628,29.8,333,15.8,270,12.8,603,28.6
8,8,2013,All Students,2355,280,1329,56.4,763,32.4,207,8.8,56,2.4,263,11.2
8,8,2014,All Students,2107,277,1221,57.9,660,31.3,163,7.7,63,3.0,226,10.7
8,8,2015,All Students,2003,276,1247,62.3,565,28.2,127,6.3,64,3.2,191,9.5
8,8,2016,All Students,1916,276,1136,59.3,527,27.5,172,9.0,81,4.2,253,13.2
